,name,street,city,state,zipcode,phone,website,bbb_url,category,accredited,bbb_rating,accredited_date,years_in_business,one_year_complaints,three_year_complaints,saleability_score
89,"Pro Solutions Roofing, LLC",1988 Ga Highway 212 W,Monticello,GA,31064-8071,(404) 398-2093,http://www.prosolutionsroofing.com/,https://www.bbb.org/us/ga/monticello/profile/roofing-contractors/pro-solutions-roofing-llc-0443-27607914,Roofing Contractors,Accredited,A+,8/27/2019,13.0,0,0,0.98
90,Preferred Contractors LLC,682 Moores Mill Dr,Auburn,AL,36830-7596,(334) 202-5483,http://www.preferredcontractorsllc.com/,https://www.bbb.org/us/al/auburn/profile/roofing-contractors/preferred-contractors-llc-0743-49442,Roofing Contractors,Accredited,A+,9/13/2019,13.0,0,0,0.98
91,Georgia Roofing Experts,4179 Center Hill Church Rd,Loganville,GA,30052,(678) 982-5478,http://www.garoofingexperts.com/,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/georgia-roofing-experts-0443-27537260,Roofing Contractors,Accredited,A+,2/5/2016,8.0,0,0,0.98
92,"Orange Roof Contractors, Inc.",2598 Laurelwood Rd,Atlanta,GA,30360-2036,(678) 278-9555,https://www.myorangeroof.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/orange-roof-contractors-inc-0443-28119182,Roofing Contractors,Accredited,A+,10/1/2019,10.0,0,0,0.98
93,Equity Restoration Roofing Contractor,202 N Etowah Ln,Canton,GA,30114-2378,(770) 789-3835,https://www.facebook.com/EquityRoof,https://www.bbb.org/us/ga/canton/profile/roofing-contractors/equity-restoration-roofing-contractor-0443-6010825,Roofing Contractors,Accredited,A+,5/6/2019,23.0,0,0,0.98
94,"Continental Roofing Company, LLC",455 Dexter Ave. Suite 4050,Montgomery,AL,36104,(334) 699-1055,http://continentalroofing.net/,https://www.bbb.org/us/al/montgomery/profile/roofing-contractors/continental-roofing-company-llc-0463-90030372,Roofing Contractors,Accredited,A+,5/9/2019,16.0,0,0,0.98
95,"Ameristar Roofing, Inc.",1000 Peachtree Industrial Blvd STE 6-188,Suwanee,GA,30024-6737,(770) 831-1770,https://www.ameristarpro.com/,https://www.bbb.org/us/ga/suwanee/profile/roofing-contractors/ameristar-roofing-inc-0443-27596498,Roofing Contractors,Accredited,A+,2/10/2017,8.0,0,0,0.98
96,"Scott A-1 Roofing & Painting, LLC",5864 Fairington Farms Ln,Lithonia,GA,30038-1544,(678) 373-8249,https://www.scotta1roofingpainting.com/,https://www.bbb.org/us/ga/lithonia/profile/roofing-contractors/scott-a-1-roofing-painting-llc-0443-28028080,Roofing Contractors,Accredited,A+,12/21/2018,14.0,0,0,0.98
97,Sure Thing Roofing Contractor,1000 Cooper Cir STE 206,Peachtree City,GA,30269-3088,(678) 212-3993,https://www.surethingroofingcontractor.com/,https://www.bbb.org/us/ga/peachtree-city/profile/roofing-contractors/sure-thing-roofing-contractor-0443-27586957,Roofing Contractors,Accredited,A+,2/27/2015,8.0,0,0,0.98
98,"The Roof Group, llc.",90 W Wieuca Rd NE,Atlanta,GA,30342,(770) 855-2617,http://www.theroofgroupllc.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/the-roof-group-llc-0443-27664436,Roofing Contractors,Accredited,A+,7/15/2016,8.0,0,0,0.98
99,"Georgia Roof, LLC",5065 Old Winder Hwy,Braselton,GA,30517-1208,(678) 939-9194,https://www.georgiaroof.com/,https://www.bbb.org/us/ga/braselton/profile/roofing-contractors/georgia-roof-llc-0443-28053591,Roofing Contractors,Accredited,A+,7/11/2019,9.0,0,0,0.97
100,"GA Premium Roofing, Inc.",5950 Crooked Creek Rd STE 220,Peachtree Corners,GA,30092-2498,(770) 559-1503,https://www.facebook.com/gapremiumroofing/?ref=page_internal,https://www.bbb.org/us/ga/peachtree-corners/profile/roofing-contractors/ga-premium-roofing-inc-0443-27695108,Roofing Contractors,Accredited,A+,12/2/2016,7.0,0,0,0.97
101,"Strategic Roofing, LLC",312 Crosstown Dr STE 205,Peachtree City,GA,30269-2948,(678) 923-1449,https://strategicroofingatl.com/?fbclid=IwAR3L3qHeAUavcTJkLuCKlzMuQDbnV1lzm-qJUtSRRmwyUFeATbi5_QrZ7cw,https://www.bbb.org/us/ga/peachtree-city/profile/roofing-contractors/strategic-roofing-llc-0443-27970421,Roofing Contractors,Accredited,A+,7/20/2018,7.0,0,0,0.97
102,"Roofer Express, LLC",5834 Choctaw Ln Braselton,Braselton,GA,30517,(706) 870-7663,http://www.roofer-express.com/,https://www.bbb.org/us/ga/braselton/profile/roofing-contractors/roofer-express-llc-0443-27706337,Roofing Contractors,Accredited,A+,3/31/2017,7.0,0,0,0.97
103,"Middle Georgia Roofing & Construction, LLC",,Bonaire,GA,31005-4114,(478) 960-8706,http://www.middlegaroofing.com/,https://www.bbb.org/us/ga/bonaire/profile/roofing-contractors/middle-georgia-roofing-construction-llc-0743-39542,Roofing Contractors,Accredited,A+,8/25/2014,13.0,0,0,0.97
104,Cannon Roofing Company,70B W Main St,Forsyth,GA,31029-1736,(478) 960-9800,http://www.cannonroofingcompany.com/,https://www.bbb.org/us/ga/forsyth/profile/roofing-contractors/cannon-roofing-company-0743-89440,Roofing Contractors,Accredited,A+,2/15/2018,7.0,0,0,0.97
105,"Braswell Construction Group, Inc.",,Covington,GA,30014-1300,(678) 283-2551,http://www.braswellconstructiongroup.com/,https://www.bbb.org/us/ga/covington/profile/roofing-contractors/braswell-construction-group-inc-0443-27259325,Roofing Contractors,Accredited,A+,5/15/2009,21.0,0,0,0.97
106,Marietta Roofing Company,1606 Arden Dr SW,Marietta,GA,30008-3746,(404) 376-2023,https://www.mariettaroofingcompany.com/,https://www.bbb.org/us/ga/marietta/profile/roofing-contractors/marietta-roofing-company-0443-27703771,Roofing Contractors,Accredited,A+,3/3/2017,7.0,0,0,0.97
107,Ramos Roofing & Gutters,,Warner Robins,GA,31088-6367,(478) 952-0200,https://www.facebook.com/arroyoroofingconstruction/about,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/ramos-roofing-gutters-0743-8352,Roofing Contractors,Accredited,A+,5/23/2009,23.0,0,0,0.97
108,"A+ Roofing & Interiors, LLC",,Williamson,GA,30292-3553,(678) 887-3634,http://www.aplusroofingtn.com/,https://www.bbb.org/us/ga/williamson/profile/roofing-contractors/a-roofing-interiors-llc-0443-27589169,Roofing Contractors,Accredited,A+,10/16/2015,13.0,0,0,0.97
109,Rocky Mountain Roofing Company,2510 Chattahoochee Ln,Cumming,GA,30041-8472,(770) 375-5639,https://rocky-mountain-roofing.business.site/?utm_source=gmb&utm_medium=referral,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/rocky-mountain-roofing-company-0443-27773685,Roofing Contractors,Accredited,A+,2/2/2018,7.0,0,0,0.97
110,"Structured Homes Services, LLC",1104 McDonough Pl,McDonough,GA,30253-7016,,https://www.structuredhomeservices.com/,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/structured-homes-services-llc-0443-27511631,Roofing Contractors,Accredited,A+,11/21/2014,9.0,0,0,0.96
111,Deluxe Roofing,3850 Nikki Ln,Loganville,GA,30052-4387,(770) 330-2349,https://www.facebook.com/Deluxeroofing1/,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/deluxe-roofing-0443-27963242,Roofing Contractors,Accredited,A+,4/20/2018,6.0,0,0,0.96
112,Hamby Roof Repair,4937 Revere Ct,Douglasville,GA,30135-1745,(770) 577-9758,http://www.hambyroofrepair.com/index.php,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/hamby-roof-repair-0443-27369519,Roofing Contractors,Accredited,A+,1/24/2020,33.0,0,0,0.96
113,"Valley Roofing, Inc.",804 Corinth Dr,Jonesboro,GA,30238-5791,(770) 480-8511,https://valleyroofinginc.net/,https://www.bbb.org/us/ga/jonesboro/profile/roofing-contractors/valley-roofing-inc-0443-28127696,Roofing Contractors,Accredited,A+,12/17/2019,14.0,0,0,0.96
114,Nelson Roofing,6107 Highway 20 NE,Cartersville,GA,30121-5219,(678) 571-0375,http://www.nelsonroofing1.com/,https://www.bbb.org/us/ga/cartersville/profile/roofing-contractors/nelson-roofing-0443-27353921,Roofing Contractors,Accredited,A+,2/11/2020,13.0,0,0,0.96
115,"Intown Contracting, Inc.",445 Susan Creek Dr,Stone Mountain,GA,30083-4167,(404) 373-8817,http://www.intowncontracting.com/,https://www.bbb.org/us/ga/stone-mountain/profile/roofing-contractors/intown-contracting-inc-0443-27255961,Roofing Contractors,Accredited,A+,6/1/2020,14.0,0,0,0.96
116,"Brighter Side Roofing, LLC.",472 Flowing Wells Rd Ste H4,Martinez,GA,30907-4664,(803) 426-1716,http://www.brightersideroofing.com/,https://www.bbb.org/us/ga/martinez/profile/roofing-contractors/brighter-side-roofing-llc-0743-20563,Roofing Contractors,Accredited,A+,6/2/2020,17.0,0,0,0.96
117,RWN Roofing,1625 Maple Ridge Dr,Loganville,GA,30052-3802,(404) 313-3957,http://www.rwnroofing.com/,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/rwn-roofing-0443-27759001,Roofing Contractors,Accredited,A+,4/27/2018,6.0,0,0,0.96
118,The Roof Pros,681 N Cherokee Rd,Social Circle,GA,30025-2886,(470) 766-3776,https://theroofpros.co/,https://www.bbb.org/us/ga/social-circle/profile/roofing-contractors/the-roof-pros-0443-28118089,Roofing Contractors,Accredited,A+,9/24/2019,8.0,0,0,0.96
119,"Assured Roofing & Remodeling, Inc.",503 Longer Dr,Peachtree Cty,GA,30269-1250,,https://assuredroofing.us/,https://www.bbb.org/us/ga/peachtree-cty/profile/roofing-contractors/assured-roofing-remodeling-inc-0443-27970140,Roofing Contractors,Accredited,A+,7/20/2018,9.0,0,0,0.96
120,Wilson Roofing,6974 Ruth St,Lithonia,GA,30058,(770) 482-8588,https://wilsonroofing.azurewebsites.net/,https://www.bbb.org/us/ga/lithonia/profile/roofing-contractors/wilson-roofing-0443-12000213,Roofing Contractors,Accredited,A+,2/4/2020,27.0,0,0,0.96
121,"Milledge Roofing Company, LLC",1745 Harperfield Way,Bogart,GA,30622-2519,(706) 391-6564,https://www.milledgeroofs.com/,https://www.bbb.org/us/ga/bogart/profile/roofing-contractors/milledge-roofing-company-llc-0443-27968202,Roofing Contractors,Accredited,A+,6/29/2018,6.0,0,0,0.96
122,"Deerfield Roofing, LLC",1142 Rockbridge Rd,Norcross,GA,30093-3803,(770) 788-7663,https://deerfieldroofing.com/,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/deerfield-roofing-llc-0443-27288191,Roofing Contractors,Accredited,A+,9/22/2020,28.0,0,0,0.96
123,"ER Construction & Roofing Services, LLC",5 Arnold St,Rockmart,GA,30153-2703,(678) 901-6169,http://www.erconstructionga.com/,https://www.bbb.org/us/ga/rockmart/profile/roofing-contractors/er-construction-roofing-services-llc-0443-28135351,Roofing Contractors,Accredited,A+,3/5/2020,10.0,0,0,0.96
124,Generation Roofing Co.,"1360 Union Hill Rd, STE 6H",Alpharetta,GA,30004-8433,(770) 733-3517,https://www.generationroofingcompany.com/,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/generation-roofing-co-0443-27754193,Roofing Contractors,Accredited,A+,9/1/2017,6.0,0,0,0.96
125,"McKay Construction, Inc.",966 Forest Trce,Stone Mountain,GA,30088-2613,(404) 399-6900,https://www.facebook.com/MckayConstructionInc/services,https://www.bbb.org/us/ga/stone-mountain/profile/roofing-contractors/mckay-construction-inc-0443-28140793,Roofing Contractors,Accredited,A+,6/15/2020,13.0,0,0,0.96
126,"MR Roofing & Construction, LLC",301 Clyde Ct,McDonough,GA,30252-4499,(770) 731-7663,https://www.mrroofingandconstruction.com/,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/mr-roofing-construction-llc-0443-27973830,Roofing Contractors,Accredited,A+,10/19/2018,6.0,0,0,0.96
127,"Cornerstone Roofing, Inc.",214 Woodland Dr,Cumming,GA,30040-2450,(770) 844-9800,http://www.cornerstoneroofing.net/,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/cornerstone-roofing-inc-0443-4002736,Roofing Contractors,Accredited,A+,7/29/2020,27.0,0,0,0.96
128,"K & S Contractors, Inc.",237 Beckett Dr,Dallas,GA,30132-0355,(404) 310-5466,https://www.kandscontractors.com/,https://www.bbb.org/us/ga/dallas/profile/roofing-contractors/k-s-contractors-inc-0443-28143672,Roofing Contractors,Accredited,A+,9/24/2020,29.0,0,0,0.96
129,"Pritchett Roofing, Inc.",1899 Marble Quarry Rd.,Canton,GA,30114,(770) 345-1622,https://pritchettroofing.com/,https://www.bbb.org/us/ga/canton/profile/roofing-contractors/pritchett-roofing-inc-0443-7003,Roofing Contractors,Accredited,A+,7/1/1986,38.0,0,2,0.95
130,Roman's Roofing,5542 Cashiers Rd,Highlands,NC,28741-0318,(828) 743-5291,http://www.romansroofingnc.com/,https://www.bbb.org/us/nc/highlands/profile/roofing-contractors/romans-roofing-0473-92003368,Roofing Contractors,Accredited,A+,7/25/2008,28.0,0,1,0.95
131,"Jones Brothers Roofing Company, Inc.",2265 Lower Wetumpka Rd,Montgomery,AL,36110-2608,(334) 265-1216,http://jbroof.com/,https://www.bbb.org/us/al/montgomery/profile/roofing-contractors/jones-brothers-roofing-company-inc-0463-8846,Roofing Contractors,Accredited,A+,6/1/1989,79.0,0,1,0.95
132,"King's Premium Roofing, LLC",167 Patrick Dr,Dallas,GA,30132-2417,(770) 807-2582,http://www.kingspremiumroofing.com/,https://www.bbb.org/us/ga/dallas/profile/roofing-contractors/kings-premium-roofing-llc-0443-27962534,Roofing Contractors,Accredited,A+,9/21/2018,5.0,0,0,0.95
133,"Paceroof, LLC",2491 Monroe Dr STE D,Gainesville,GA,30507-7358,(770) 824-9988,https://www.facebook.com/paceroof,https://www.bbb.org/us/ga/gainesville/profile/roofing-contractors/paceroof-llc-0443-27766668,Roofing Contractors,Accredited,A+,7/20/2018,5.0,0,0,0.95
134,"Stay Dry Renovations, Inc.",2533 New High Shoals Rd,Bishop,GA,30621,(678) 975-7764,http://www.staydryrenovations.com/,https://www.bbb.org/us/ga/bishop/profile/roofing-contractors/stay-dry-renovations-inc-0443-27500500,Roofing Contractors,Accredited,A+,3/14/2014,10.0,0,1,0.95
135,"American Roofing & Renovation, LLC",109 Park Ave,Warner Robins,GA,31088-7319,(478) 328-7663,http://americanroofingandrenovation.com/,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/american-roofing-renovation-llc-0743-40533,Roofing Contractors,Accredited,A+,5/6/2015,12.0,0,1,0.95
136,"Mid State Roofing, Inc",205 Oak Dr,Lexington,SC,29073-7649,(803) 356-1919,http://www.midstateroofing.com/,https://www.bbb.org/us/sc/lexington/profile/roofing-contractors/mid-state-roofing-inc-0663-11008097,Roofing Contractors,Accredited,A+,1/22/2003,29.0,0,1,0.95
137,Georgia Roofing & Metal Company,PO Box 1570,McDonough,GA,30253-1570,(404) 758-9544,http://www.garoofingandmetal.com/,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/georgia-roofing-metal-company-0443-4038,Roofing Contractors,Accredited,A+,6/1/1986,67.0,0,1,0.95
138,"Elite Roofing of Georgia, LLC",333 Sandy Springs Cir Ste 207,Atlanta,GA,30328-3834,(770) 445-1290,https://www.roofelite.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/elite-roofing-of-georgia-llc-0443-27270957,Roofing Contractors,Accredited,A+,8/24/2012,14.0,0,4,0.95
139,"Midian Roofing, Inc.",402 Shorter Ave NW,Rome,GA,30165-4262,(706) 232-3085,https://midianroofing.com/,https://www.bbb.org/us/ga/rome/profile/roofing-contractors/midian-roofing-inc-0483-40024586,Roofing Contractors,Accredited,A+,12/14/2015,23.0,0,1,0.95
140,Mr. Roofer of Marietta,2470 Windy Hill Road Southeast #300T,Marietta,GA,30067,(770) 983-6514,http://www.mrrooferatlanta.com/mr-roofer-of-marietta-roofer-marietta-georgia/,https://www.bbb.org/us/ga/marietta/profile/roofing-contractors/mr-roofer-of-marietta-0443-27367824,Roofing Contractors,Accredited,A+,6/21/2013,12.0,0,1,0.95
141,"Georgia Roofing & Repair, Inc.",1201 W Peachtree St NW STE 2361,Atlanta,GA,30309-3449,(770) 639-7663,https://www.garoofingandrepair.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/georgia-roofing-repair-inc-0443-27406133,Roofing Contractors,Accredited,A+,4/29/2011,12.0,0,1,0.95
142,Crosby Roofing & Seamless Gutters,7628 Hawkinsville Rd,Macon,GA,31216-6916,(478) 785-2285,http://www.crosbyroofing.com/,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/crosby-roofing-seamless-gutters-0743-6000037,Roofing Contractors,Accredited,A+,1/3/2000,29.0,0,2,0.95
143,Epic Roofing Enterprise,PO Box 71,Palmetto,GA,30268-0071,(770) 616-6218,http://www.epic-roofing-ent.com/,https://www.bbb.org/us/ga/palmetto/profile/roofing-contractors/epic-roofing-enterprise-0443-27405176,Roofing Contractors,Accredited,A+,9/30/2016,19.0,0,2,0.95
144,"G & O Roofing, Inc.",5266 Buford Hwy STE 110,Norcross,GA,30071-2622,(770) 864-0653,https://www.facebook.com/pages/G-O-Roofing/1158794850822099,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/g-o-roofing-inc-0443-27509924,Roofing Contractors,Accredited,A+,10/3/2014,15.0,0,1,0.95
145,"Barrelle Roofing, LLC",508 Plantation Park Dr Ste A,Loganville,GA,30052-4117,(770) 658-0342,https://www.barrelleroofing.com/,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/barrelle-roofing-llc-0443-27434817,Roofing Contractors,Accredited,A+,4/12/2013,11.0,0,1,0.95
146,WCCG,3530 Thunderwood Ln,Snellville,GA,30039-5688,(770) 330-8847,http://www.wccgconsultants.com/,https://www.bbb.org/us/ga/snellville/profile/roofing-contractors/wccg-0443-27422881,Roofing Contractors,Accredited,A+,11/7/2014,12.0,0,1,0.95
147,"Michael's Roofing, Inc.",PO Box 267,Meldrim,GA,31318-0267,(912) 748-6888,http://www.michaelsroofingsavannah.com/,https://www.bbb.org/us/ga/meldrim/profile/roofing-contractors/michaels-roofing-inc-0403-235947067,Roofing Contractors,Accredited,A+,2/10/2009,39.0,0,1,0.95
148,Turco Roofing,335 Margie Dr STE C,Warner Robins,GA,31088-7897,(478) 845-2419,http://www.turcoroof.com/,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/turco-roofing-0743-37756,Roofing Contractors,Accredited,A+,3/5/2018,10.0,0,1,0.95
149,"Accent Roofing Service, Inc.",885 Buford Dr,Lawrenceville,GA,30043-4521,(770) 277-4869,https://www.accentroofingservice.com/?utm_campaign=gmb,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/accent-roofing-service-inc-0443-542,Roofing Contractors,Accredited,A+,10/12/2012,34.0,0,2,0.95
150,"Total Pro Roofing, LLC",80 Grayson Industrial Pkwy,Grayson,GA,30017-1811,(770) 624-1009,https://www.totalproroofing.com/,https://www.bbb.org/us/ga/grayson/profile/roofing-contractors/total-pro-roofing-llc-0443-27468324,Roofing Contractors,Accredited,A+,6/28/2013,11.0,0,1,0.95
151,"Paulk Roofing, Inc.",5217 Highway 138 SW,Oxford,GA,30054-3416,(770) 786-2202,http://www.paulkroofing.com/,https://www.bbb.org/us/ga/oxford/profile/roofing-contractors/paulk-roofing-inc-0443-11003561,Roofing Contractors,Accredited,A+,6/3/2005,28.0,0,1,0.95
152,PGRS: Professional Grade Roofing + Siding,417 Dividend Drive,Peachtree City,GA,30269,(770) 954-7773,https://www.gopgrs.com/?utm_source=yext&utm_medium=local&utm_campaign=yextlisting&y_source=1_Mjc5MDg3Ni05MjAtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.bbb.org/us/ga/peachtree-city/profile/roofing-contractors/pgrs-professional-grade-roofing-siding-0443-5001421,Roofing Contractors,Accredited,A+,1/8/2007,19.0,0,1,0.95
153,"Peachtree Company KB, LLC",110 Howell Rd STE B,Tyrone,GA,30290-2180,(770) 502-0766,http://www.peachtreecompany.com/,https://www.bbb.org/us/ga/tyrone/profile/roofing-contractors/peachtree-company-kb-llc-0443-27298679,Roofing Contractors,Accredited,A+,4/12/2013,18.0,0,1,0.95
154,"Finley's Roofing, Inc.",6585 White Mill Rd,Fairburn,GA,30213-2543,(770) 262-7375,http://www.finleysroofing.com/,https://www.bbb.org/us/ga/fairburn/profile/roofing-contractors/finleys-roofing-inc-0443-27087013,Roofing Contractors,Accredited,A+,4/26/2013,36.0,0,1,0.95
155,"Roof Guys, LLC",17 Rollingbrook Vis,Newnan,GA,30265-3335,(678) 857-4565,https://www.facebook.com/GARoofGuy/,https://www.bbb.org/us/ga/newnan/profile/roofing-contractors/roof-guys-llc-0443-28021406,Roofing Contractors,Accredited,A+,9/28/2018,5.0,0,0,0.95
156,"Venture Roofing, LLC","251 Tiger Way, Unit 1",Peachtree City,GA,30269-1680,(678) 656-7482,http://www.ventureroofingllc.com/,https://www.bbb.org/us/ga/peachtree-city/profile/roofing-contractors/venture-roofing-llc-0443-27962075,Roofing Contractors,Accredited,A+,7/6/2018,5.0,0,0,0.95
157,Peachtree Restorations,3295 River Exchange Dr STE 360,Norcross,GA,30092-4238,(855) 448-7663,http://www.peachtreerestorations.com/,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/peachtree-restorations-0443-27468703,Roofing Contractors,Accredited,A+,5/17/2013,11.0,0,2,0.95
